,repo_name,compound,rank,stars,username,issues,days_since_lc,repos_by_user,day,month,year,forks,cluster_result
89829,0.6779170684667309,-0.4811439346323068,1.0,-0.6240930869267625,-0.6293515358361774,-0.3924418604651162,99.16666666666669,0.0,-0.5333333333333333,-0.8333333333333334,1.0,-0.5731761565836299,2
50596,0.5520732883317261,0.0,0.9591836734693876,-0.1589322381930185,0.6430034129692833,0.4912790697674418,71.83333333333333,0.0,-0.7333333333333333,-0.1666666666666666,0.0,-0.0798487544483985,2
167751,0.165380906460945,0.0,-0.7755102040816326,-1.161943874058864,0.2177474402730375,-0.3924418604651162,148.44444444444446,0.0,0.3333333333333333,1.0,1.0,-0.7197508896797153,2
152865,-0.1364513018322083,0.0,-0.5918367346938775,-0.5197125256673512,0.98839590443686,-0.2936046511627907,76.44444444444444,0.0,0.6,-0.8333333333333334,1.5,-0.1688167259786477,2
41714,-0.1600771456123433,-0.9302325581395348,-0.3673469387755102,-1.1418206707734428,-0.225938566552901,-0.3837209302325581,73.05555555555556,26.5,-0.2,1.0,1.0,-0.6588078291814946,2
166141,-1.0154291224686596,0.0,0.7346938775510204,-1.1922655715263517,-0.5344709897610922,-0.1220930232558139,130.83333333333334,-0.5,-0.5333333333333333,0.5,1.0,-0.6877224199288257,2
103492,0.8919961427193829,0.0,0.0816326530612244,-0.3144421629021218,1.0880546075085324,0.4651162790697674,74.33333333333333,0.0,0.0,-0.5,1.0,-0.1937277580071174,2
162379,-0.1788813886210221,1.0685103708359525,-0.3265306122448979,-1.1644079397672826,0.1358361774744027,-0.313953488372093,118.44444444444444,0.0,-0.1333333333333333,0.8333333333333334,1.0,-0.6868327402135231,2
167438,-0.2256509161041466,0.7111879321181647,0.6326530612244898,-1.2102669404517454,0.7023890784982935,-0.3837209302325581,114.27777777777776,-0.5,-0.3333333333333333,0.8333333333333334,1.0,-0.714635231316726,2
167561,0.1832208293153326,0.0,-1.0,-1.15564681724846,-1.0218430034129693,1.3313953488372092,125.66666666666669,0.0,-0.4,-0.8333333333333334,1.5,-0.6394572953736655,2
167356,-0.4324975891996143,0.0,0.0612244897959183,-1.211498973305955,-0.1385665529010239,-0.3343023255813953,92.27777777777776,-0.5,0.2,0.6666666666666666,1.0,-0.7110765124555161,2
50824,0.5520732883317261,0.0,0.0612244897959183,-0.1273100616016427,0.6430034129692833,-0.3924418604651162,101.16666666666669,0.0,-0.0666666666666666,0.6666666666666666,0.5,-0.076067615658363,2
103552,0.8919961427193829,0.0,0.0,-0.3056810403832991,1.0880546075085324,0.4651162790697674,85.11111111111111,0.0,0.6666666666666666,0.5,1.0,-0.1901690391459074,2
124428,0.328351012536162,0.0,-0.8979591836734694,-1.1079397672826832,-0.7358361774744028,-0.3430232558139535,92.27777777777776,3.0,-0.5333333333333333,-0.8333333333333334,1.5,-0.6639234875444839,2
168299,-0.6914175506268081,-1.655248271527341,0.7755102040816326,-1.1946611909650924,-0.4354948805460751,-0.377906976744186,119.83333333333331,0.0,0.4,1.0,1.0,-0.701067615658363,2
124452,0.4243008678881388,0.0,-0.0408163265306122,-0.6876112251882273,0.6368600682593857,1.497093023255814,83.77777777777777,1.0,0.7333333333333333,1.0,1.0,0.2019572953736654,2
50662,0.5520732883317261,0.0,0.9183673469387756,-0.1542778918548939,0.6430034129692833,0.4912790697674418,76.16666666666667,0.0,0.4,0.1666666666666666,0.0,-0.0791814946619217,2
164480,-0.3765670202507232,1.3840351979886865,0.6122448979591837,-1.217385352498289,0.3358361774744027,-0.375,145.27777777777777,1.5,-0.4666666666666667,0.6666666666666666,1.0,-0.7104092526690391,2
159562,-0.4975891996142719,0.0,0.6122448979591837,-0.9395619438740588,-0.2273037542662116,-0.2965116279069767,111.55555555555556,3.0,0.1333333333333333,0.6666666666666666,1.0,-0.584297153024911,2
158931,0.2092574734811957,-1.604651162790698,0.3877551020408163,-0.9811088295687884,0.6464163822525597,-0.3633720930232558,83.77777777777777,0.0,-1.0,-0.5,1.0,-0.6968416370106761,2
167010,-0.0096432015429122,1.1351351351351353,0.1020408163265306,-1.1942505133470225,0.3078498293515358,-0.3313953488372093,84.38888888888889,-0.5,-0.8666666666666667,0.6666666666666666,1.0,-0.6932829181494662,2
165411,0.8765670202507232,0.0,0.5714285714285714,-0.8919917864476387,0.1406143344709897,-0.3517441860465116,91.11111111111111,0.0,-0.0666666666666666,0.3333333333333333,1.0,-0.6570284697508897,2
165109,0.6885245901639344,0.0,-0.7551020408163265,-1.126694045174538,0.9488054607508531,-0.3430232558139535,168.55555555555554,0.0,-0.1333333333333333,0.8333333333333334,1.0,-0.6499110320284698,2
89839,0.6779170684667309,-0.4811439346323068,0.3061224489795918,-0.624435318275154,-0.6293515358361774,-0.3924418604651162,106.05555555555556,0.0,-0.2666666666666666,-0.1666666666666666,1.0,-0.5727313167259787,2
50860,0.5520732883317261,0.0,0.6530612244897959,-0.1175222450376454,0.6430034129692833,-0.3924418604651162,109.0,0.0,-0.7333333333333333,-0.5,1.0,-0.0740658362989323,2
162408,0.026036644165863,0.0,0.2040816326530612,-1.1713894592744696,0.9774744027303754,-0.3895348837209302,77.44444444444444,0.0,0.5333333333333333,-0.3333333333333333,1.0,-0.7157473309608541,2
50846,0.5520732883317261,0.0,-0.2244897959183673,-0.1227926078028747,0.6430034129692833,-0.3924418604651162,105.05555555555556,0.0,0.5333333333333333,1.0,0.5,-0.0733985765124555,2
166245,0.2608486017357763,0.0,-0.6122448979591837,-1.175564681724846,0.5276450511945392,-0.3895348837209302,85.38888888888889,-0.5,-0.2666666666666666,0.5,1.0,-0.6877224199288257,2
160986,-0.8341369334619093,0.0,0.0816326530612244,-1.1187542778918549,0.3474402730375426,-0.2180232558139535,116.05555555555556,0.0,-1.0,1.0,1.0,-0.6790480427046264,2
50698,0.5520732883317261,0.0,0.5714285714285714,-0.1454483230663928,0.6430034129692833,-0.3924418604651162,85.22222222222223,0.0,-1.0,-0.8333333333333334,0.5,-0.0776245551601423,2
161007,-0.5525554484088717,0.5590823381521056,0.0408163265306122,-1.142573579739904,1.0641638225255974,-0.0872093023255814,87.16666666666667,0.0,0.8,0.8333333333333334,1.0,-0.6814946619217082,2
167462,-0.5130183220829315,0.0,0.1224489795918367,-1.2030116358658454,-0.2750853242320819,-0.3604651162790697,111.5,0.0,0.6,-0.8333333333333334,1.5,-0.7121886120996441,2
166745,0.2203471552555448,0.0,0.6938775510204082,-1.2143052703627653,-0.0689419795221843,-0.3924418604651162,179.5,0.5,0.2,0.6666666666666666,1.0,-0.6754893238434164,2
50869,0.5520732883317261,0.0,0.2857142857142857,-0.1146475017111567,0.6430034129692833,-0.3924418604651162,110.11111111111111,0.0,0.6,-0.5,1.0,-0.074288256227758,2
164385,0.918032786885246,0.0,0.8367346938775511,-1.165366187542779,-1.190443686006826,-0.3372093023255814,138.38888888888889,-0.5,0.0666666666666666,0.1666666666666666,1.0,-0.6399021352313167,2
50895,0.5520732883317261,0.0,-0.2040816326530612,-0.0949349760438056,0.6430034129692833,-0.3924418604651162,118.61111111111111,0.0,0.6,0.3333333333333333,1.0,-0.0667259786476868,2
166022,-0.2738669238187078,0.0,0.4489795918367347,-1.2032854209445585,0.3017064846416382,-0.3924418604651162,142.88888888888889,0.0,0.4666666666666667,0.5,1.0,-0.7035142348754448,2
165102,0.4040501446480231,2.5028284098051543,0.1224489795918367,-1.12258726899384,0.4593856655290102,-0.3633720930232558,91.05555555555556,-0.5,1.0,0.1666666666666666,1.0,-0.6872775800711743,2
167184,0.759884281581485,0.0,-0.7142857142857143,-1.213141683778234,0.2116040955631399,-0.3488372093023256,108.61111111111111,0.0,-0.2,0.6666666666666666,1.0,-0.7035142348754448,2
167303,-0.0665380906460945,1.3840351979886865,0.3061224489795918,-1.2175222450376455,-1.1030716723549487,-0.3808139534883721,146.11111111111111,-0.5,0.0666666666666666,0.6666666666666666,1.0,-0.7130782918149466,2
166111,0.1017357762777242,0.0,-0.8367346938775511,-1.1850102669404516,-0.3774744027303754,-0.3284883720930232,87.33333333333333,0.0,0.0666666666666666,0.6666666666666666,1.0,-0.6645907473309609,2
50758,0.5520732883317261,0.0,0.7346938775510204,-0.1354551676933607,0.6430034129692833,-0.3924418604651162,92.5,0.0,-0.2666666666666666,-0.1666666666666666,0.5,-0.0762900355871886,2
160738,0.6460945033751205,0.0,0.8163265306122449,-0.815400410677618,-0.0006825938566552,-0.2761627906976744,71.38888888888889,0.0,0.9333333333333332,0.1666666666666666,1.0,-0.4177046263345195,2
165150,0.8857280617164899,0.0,-0.0612244897959183,-1.197262149212868,0.2914675767918088,-0.3895348837209302,142.33333333333334,0.5,-0.2666666666666666,-0.8333333333333334,1.5,-0.7048487544483986,2
164645,0.7333654773384763,0.0,-0.7142857142857143,-1.1934976043805612,1.0375426621160408,-0.3837209302325581,134.94444444444446,0.5,0.0666666666666666,0.6666666666666666,1.0,-0.6868327402135231,2
163708,0.5154291224686596,0.0,1.020408163265306,-1.1681724845995891,0.1515358361774744,-0.252906976744186,87.77777777777777,0.5,0.0666666666666666,0.1666666666666666,1.0,-0.6645907473309609,2
50813,0.5520732883317261,0.0,0.6938775510204082,-0.1278576317590691,0.6430034129692833,-0.3924418604651162,100.0,0.0,0.5333333333333333,0.5,0.5,-0.0767348754448398,2
165619,0.3625843780135004,0.0,-0.7346938775510204,-1.177618069815195,0.5392491467576792,-0.375,94.55555555555556,-0.5,0.0,0.3333333333333333,1.0,-0.6103202846975089,2
159649,-0.2049180327868852,1.3246385920804526,0.4081632653061224,-0.971047227926078,-0.1931740614334471,-0.2180232558139535,78.77777777777777,0.0,-0.2666666666666666,0.1666666666666666,1.0,-0.5344750889679716,2
103478,0.8919961427193829,0.0,-0.1632653061224489,-0.3171115674195756,1.0880546075085324,0.4651162790697674,71.44444444444444,0.0,0.4666666666666667,-0.8333333333333334,1.0,-0.1950622775800711,2
166632,-0.28351012536162,0.0,1.020408163265306,-1.2066392881587953,1.1290102389078498,-0.3662790697674418,124.11111111111111,-0.5,0.4666666666666667,0.5,1.0,-0.7046263345195729,2
50673,0.5520732883317261,0.0,0.9591836734693876,-0.1528405201916495,0.6430034129692833,0.4912790697674418,77.5,0.0,-0.0666666666666666,0.3333333333333333,0.0,-0.0794039145907473,2
166811,-0.6108968177434908,0.0,0.2857142857142857,-1.217385352498289,-1.021160409556314,-0.3924418604651162,163.66666666666666,0.0,0.0666666666666666,0.6666666666666666,1.0,-0.707517793594306,2
152860,-0.1364513018322083,0.0,-0.3877551020408163,-0.5256673511293635,0.98839590443686,-0.2936046511627907,73.44444444444444,0.0,-0.9333333333333332,1.0,1.0,-0.1701512455516014,2
152857,-0.1364513018322083,0.0,-0.4081632653061224,-0.528268309377139,0.98839590443686,-0.2936046511627907,72.27777777777777,0.0,-0.3333333333333333,0.8333333333333334,1.0,-0.170373665480427,2
166483,-0.4108003857280617,0.0,0.2040816326530612,-1.0432580424366873,-0.2402730375426621,-0.0813953488372093,91.5,0.0,0.4666666666666667,-0.8333333333333334,1.5,-0.4877669039145907,2
160621,0.8481195756991321,0.0,0.2244897959183673,-1.1763175906913073,-0.5706484641638225,-0.1366279069767441,71.61111111111111,1.0,-0.1333333333333333,1.0,1.0,-0.603202846975089,2
162437,0.6287367405978785,0.0,-0.4489795918367347,-1.1748117727583849,0.1522184300341297,-0.3372093023255814,106.66666666666669,0.0,0.3333333333333333,1.0,1.0,-0.7059608540925267,2
