,repo_name,compound,rank,stars,username,issues,days_since_lc,repos_by_user,day,month,year,forks,cluster_result
167109,-0.0004821600771456,0.0,0.979591836734694,-1.2188911704312115,-0.4982935153583617,-0.3895348837209302,27.444444444444443,-0.5,-0.4666666666666667,0.6666666666666666,1.0,-0.7119661921708185,3
140822,0.9170684667309548,0.0,-0.2857142857142857,-0.3507871321013004,0.5522184300341297,0.6715116279069767,43.66666666666666,0.0,0.8666666666666667,0.5,1.0,-0.0951957295373665,3
89721,0.6779170684667309,-0.4811439346323068,0.7755102040816326,-0.6199863107460644,-0.6293515358361774,-0.3284883720930232,19.33333333333333,0.0,-1.0,-0.6666666666666666,-1.0,-0.5720640569395018,3
165237,-0.9840887174541948,0.0,0.8775510204081632,-0.9175906913073236,0.3563139931740614,-0.3808139534883721,48.66666666666666,0.0,-0.8,0.3333333333333333,1.0,-0.4459519572953737,3
3185,0.0675024108003857,0.2426147077309868,0.1632653061224489,0.4530458590006844,-0.3078498293515358,-0.2965116279069767,16.5,3.5,-0.7333333333333333,-0.6666666666666666,0.5,0.170373665480427,3
124721,0.2815814850530376,0.0,0.7959183673469388,-0.7957563312799453,0.1747440273037542,-0.2616279069767442,22.77777777777778,0.0,0.4666666666666667,0.8333333333333334,1.0,-0.6129893238434164,3
50177,0.5520732883317261,0.0,0.3061224489795918,-0.1956878850102669,0.6430034129692833,0.4912790697674418,43.333333333333336,0.0,-0.4666666666666667,1.0,-1.0,-0.0985320284697508,3
159140,0.3341369334619093,0.0,0.1428571428571428,-0.9973990417522244,0.7119453924914676,-0.3401162790697674,16.61111111111111,0.0,0.6,-0.8333333333333334,1.0,-0.6919483985765125,3
164255,-0.7145612343297975,0.0,0.6938775510204082,-1.065160848733744,1.0361774744027303,-0.377906976744186,59.833333333333336,-0.5,-0.4666666666666667,0.1666666666666666,1.0,-0.5040035587188612,3
166691,0.5554484088717454,0.0,0.7142857142857143,-1.2111567419575633,1.11740614334471,-0.3924418604651162,20.61111111111111,0.0,-0.3333333333333333,0.8333333333333334,1.0,-0.7004003558718861,3
160345,-0.0703953712632594,0.0,-0.1428571428571428,-0.8088980150581794,-0.7890784982935154,-0.3924418604651162,34.166666666666664,0.5,0.3333333333333333,0.3333333333333333,1.0,-0.2101868327402135,3
164880,-0.819672131147541,1.0,0.9183673469387756,-1.0127994524298425,-0.7276450511945393,-0.2325581395348837,19.944444444444443,0.0,0.6666666666666666,0.1666666666666666,1.0,-0.593193950177936,3
91552,0.2733847637415622,1.8837209302325584,0.9591836734693876,-0.6024640657084189,-0.6696245733788396,-0.0465116279069767,27.38888888888889,0.5,-0.7333333333333333,0.0,-1.0,-0.498220640569395,3
50393,0.5520732883317261,0.0,-0.2040816326530612,-0.1789869952087611,0.6430034129692833,0.4912790697674418,57.22222222222222,0.0,-0.0666666666666666,0.3333333333333333,-0.5,-0.0894128113879003,3
157153,-0.0221793635486981,0.0,0.5510204081632653,-0.6824777549623545,-1.0907849829351537,-0.3604651162790697,38.5,0.5,0.4,-0.8333333333333334,1.5,-0.5115658362989324,3
91615,0.2733847637415622,1.8837209302325584,0.6122448979591837,-0.434839151266256,-0.6696245733788396,-0.3924418604651162,44.333333333333336,0.5,-0.4,-0.5,1.0,-0.4101423487544484,3
159467,-1.055930568948891,0.0,-0.5102040816326531,-0.9863107460643394,-1.019112627986348,-0.3604651162790697,61.44444444444444,-0.5,-1.0,-0.6666666666666666,1.0,-0.4323843416370106,3
157422,-0.4541947926711668,-1.4981143934632308,0.4489795918367347,-0.8057494866529774,0.4068259385665529,-0.2063953488372093,57.333333333333336,0.0,0.1333333333333333,-0.8333333333333334,1.0,-0.572508896797153,3
103296,0.8919961427193829,0.0,0.2653061224489796,-0.3959616700889801,1.0880546075085324,0.4825581395348837,19.11111111111111,0.0,0.6,0.0,-0.5,-0.2417704626334519,3
163810,0.7357762777242044,0.0,0.7755102040816326,-0.9888432580424368,-0.1890784982935153,-0.0348837209302325,24.166666666666668,0.0,0.1333333333333333,0.3333333333333333,1.0,-0.3758896797153025,3
143453,0.4030858244937319,0.0,-0.1836734693877551,-0.6401779603011636,-1.1433447098976108,-0.1540697674418604,16.666666666666668,0.0,0.2,-0.6666666666666666,1.0,-0.3111654804270463,3
80936,-0.8220829315332691,0.0,0.3265306122448979,0.2023271731690623,-0.2477815699658703,-0.3081395348837209,16.444444444444443,1.5,0.4666666666666667,-0.3333333333333333,0.5,0.2017348754448398,3
99942,0.6851494696239151,0.0,0.4081632653061224,-0.5351129363449691,-0.4662116040955631,-0.1976744186046511,47.0,0.5,0.2666666666666666,-0.3333333333333333,1.0,0.2528914590747331,3
164950,-0.7589199614271939,0.0,0.2653061224489796,-0.9050650239561944,1.0764505119453924,0.0697674418604651,23.83333333333333,0.0,0.9333333333333332,0.5,1.0,-0.5091192170818505,3
159747,0.5347155255544841,1.1351351351351353,0.8979591836734694,-1.1506502395619438,0.2477815699658703,-0.3284883720930232,42.333333333333336,-0.5,-0.9333333333333332,-0.6666666666666666,1.0,-0.6532473309608541,3
164792,-0.040983606557377,0.0,-0.0612244897959183,-0.8605749486652977,-0.1426621160409556,-0.3575581395348837,52.888888888888886,0.0,-0.2666666666666666,0.6666666666666666,1.0,-0.6163256227758007,3
160146,-0.40549662487946,1.4418604651162792,0.3877551020408163,-1.1967145790554414,0.2061433447098976,-0.375,59.61111111111112,1.5,-0.2,0.5,1.0,-0.6759341637010676,3
30946,-0.9566055930568949,2.536140791954746,0.0408163265306122,1.2635181382614646,-0.1938566552901023,-0.25,18.22222222222222,0.5,0.5333333333333333,0.6666666666666666,1.0,0.9130338078291816,3
91530,0.2733847637415622,1.8837209302325584,0.4489795918367347,-0.6107460643394935,-0.6696245733788396,-0.0494186046511627,24.83333333333333,0.5,0.2666666666666666,-0.3333333333333333,-1.0,-0.5037811387900356,3
168520,0.7246865959498554,0.0,0.7551020408163265,-1.202737850787132,-0.9590443686006824,-0.3895348837209302,29.5,0.0,-0.3333333333333333,-0.8333333333333334,1.5,-0.6890569395017794,3
103285,0.8919961427193829,0.0,-0.1020408163265306,-0.3988364134154689,1.0880546075085324,0.4767441860465116,17.88888888888889,0.0,-0.8666666666666667,0.0,-0.5,-0.2431049822064057,3
160446,0.7912246865959498,0.0,0.7755102040816326,-1.101505817932923,-0.8081911262798634,-0.3546511627906977,62.11111111111112,0.0,0.4666666666666667,-0.8333333333333334,1.5,-0.6383451957295374,3
