,repo_name,compound,rank,stars,username,issues,days_since_lc,repos_by_user,cluster,day,month,year,forks,cluster_result
39546,-0.9406943105110896,2.038340666247643,-0.4081632653061224,0.2040383299110198,-0.225938566552901,0.3401162790697674,2.2777777777777777,26.5,-1.0,-0.1333333333333333,0.1666666666666666,-1.0,0.288923487544484,1
48987,-0.4594985535197685,0.0,-0.1224489795918367,-0.2505817932922656,0.4668941979522184,0.7906976744186046,2.555555555555556,12.0,-1.0,0.3333333333333333,-0.1666666666666666,1.0,0.3200622775800711,1
39359,-0.9406943105110896,2.038340666247643,-0.3877551020408163,0.0024640657084188,-0.225938566552901,0.191860465116279,0.4444444444444444,26.5,-1.0,0.1333333333333333,1.0,-1.5,0.1065391459074733,1
62221,0.4826422372227579,-1.0685103708359525,0.2653061224489796,-0.1260780287474332,-0.1324232081911262,-0.1976744186046511,0.0555555555555555,10.5,-1.2,-1.0,-0.6666666666666666,-0.5,-0.4997775800711744,1
49672,0.8770491803278688,0.0,-0.9387755102040816,1.92662559890486,0.4668941979522184,-0.3924418604651162,0.1111111111111111,12.0,0.0,0.0,0.6666666666666666,1.0,0.4584074733096085,1
49808,0.6219864995178399,0.0,-0.0612244897959183,-0.5508555783709788,0.4668941979522184,-0.2093023255813953,-0.0555555555555555,12.0,0.0,-0.2,0.1666666666666666,1.0,-0.5611654804270463,1
40260,-0.9406943105110896,2.038340666247643,-0.3265306122448979,0.4752224503764545,-0.225938566552901,0.4796511627906977,10.055555555555555,26.5,-1.0,-0.9333333333333332,-0.5,0.5,0.4902135231316726,1
48890,-0.4594985535197685,0.0,0.7551020408163265,-0.3589322381930185,0.4668941979522184,0.7587209302325582,2.111111111111111,12.0,-1.0,0.7333333333333333,0.1666666666666666,0.5,0.2484430604982206,1
48620,-0.0028929604628736,0.0,0.0408163265306122,0.5713210130047912,0.4668941979522184,-0.127906976744186,-0.1666666666666666,12.0,-1.0,-0.2,-0.6666666666666666,0.5,0.9659697508896796,1
41028,-0.2729026036644166,0.0,-0.2040816326530612,0.4313483915126626,-0.225938566552901,0.4476744186046512,-0.1111111111111111,26.5,0.0,-0.1333333333333333,-0.3333333333333333,1.0,0.7608985765124555,1
63433,0.0776277724204435,0.0,0.6122448979591837,-0.043668720054757,-0.1324232081911262,2.238372093023256,-0.1666666666666666,10.5,-1.0,-0.3333333333333333,-0.1666666666666666,0.5,-0.3609875444839858,1
136904,-0.0867888138862102,1.5521684475172848,-0.4081632653061224,-0.6650239561943874,0.3119453924914676,-0.2005813953488372,2.055555555555556,15.0,0.0,0.6,0.8333333333333334,1.0,-0.6174377224199288,1
41521,0.5192864030858245,0.0,-0.3265306122448979,-0.7114305270362765,-0.225938566552901,0.2325581395348837,-0.0555555555555555,26.5,-1.0,0.2,0.5,1.0,-0.4559608540925267,1
63649,0.7926711668273867,1.1998742928975488,0.979591836734694,-0.7310746064339494,-0.1324232081911262,-0.1133720930232558,0.4444444444444444,10.5,-1.0,0.6666666666666666,-0.6666666666666666,1.0,-0.5498220640569395,1
39785,-0.9406943105110896,2.038340666247643,-0.2244897959183673,0.3463381245722108,-0.225938566552901,0.4796511627906977,4.555555555555555,26.5,-1.0,0.0,-0.3333333333333333,-0.5,0.413923487544484,1
40044,-0.9406943105110896,2.038340666247643,-0.0816326530612244,0.4170431211498973,-0.225938566552901,0.5319767441860465,10.72222222222222,26.5,-1.0,-0.8,-0.5,0.0,0.4581850533807829,1
49563,0.665380906460945,1.2630421118793211,0.9183673469387756,-0.7061601642710472,0.4668941979522184,0.0232558139534883,0.4444444444444444,12.0,-1.0,-0.8666666666666667,-0.6666666666666666,1.0,-0.3185053380782918,1
41301,-0.1306653809064609,0.0,0.1428571428571428,0.1739219712525667,-0.225938566552901,1.837209302325581,-0.1111111111111111,26.5,-1.0,-0.1333333333333333,-0.8333333333333334,1.0,0.4288256227758007,1
63441,0.0776277724204435,0.0,0.673469387755102,-0.0366872005475701,-0.1324232081911262,2.226744186046512,-0.1666666666666666,10.5,-1.0,0.3333333333333333,-0.1666666666666666,0.5,-0.3580960854092527,1
49018,-0.4594985535197685,0.0,-0.3673469387755102,-0.2301163586584531,0.4668941979522184,0.7965116279069767,7.555555555555555,12.0,-1.0,0.2,0.3333333333333333,1.0,0.3407473309608541,1
40177,-0.9406943105110896,2.038340666247643,0.0816326530612244,0.4462012320328542,-0.225938566552901,0.4767441860465116,7.833333333333333,26.5,-1.0,0.4666666666666667,0.3333333333333333,0.0,0.4686387900355871,1
62646,0.4826422372227579,-1.0685103708359525,0.5306122448979592,0.0749486652977412,-0.1324232081911262,-0.0843023255813953,0.5555555555555556,10.5,-1.2,0.7333333333333333,-0.1666666666666666,0.0,-0.4639679715302491,1
47795,-0.0028929604628736,0.0,-0.2448979591836734,-0.1978781656399726,0.4668941979522184,1.063953488372093,0.8888888888888888,12.0,-1.0,0.5333333333333333,-0.8333333333333334,-1.0,0.1574733096085409,1
41134,0.1923818707810993,0.0,0.0408163265306122,-0.6158795345653661,-0.225938566552901,1.0494186046511629,0.6666666666666666,26.5,0.0,-0.8666666666666667,-0.5,1.0,-0.1525800711743772,1
47891,-0.0028929604628736,0.0,-0.2653061224489796,-0.087337440109514,0.4668941979522184,0.1802325581395348,-0.1666666666666666,12.0,-1.0,0.3333333333333333,-0.1666666666666666,-1.0,0.2795818505338078,1
49594,-0.973963355834137,0.0,0.7346938775510204,-0.580766598220397,0.4668941979522184,-0.2587209302325581,4.277777777777778,12.0,0.0,-0.5333333333333333,-0.8333333333333334,1.0,-0.3376334519572954,1
62970,0.4826422372227579,-1.0685103708359525,-0.1836734693877551,0.3614647501711157,-0.1324232081911262,-0.0959302325581395,2.333333333333333,10.5,-1.2,-0.2,0.8333333333333334,0.5,-0.4194839857651246,1
61985,0.4826422372227579,-1.0685103708359525,0.1020408163265306,-0.2797399041752224,-0.1324232081911262,-0.2296511627906976,-0.0555555555555555,10.5,-1.2,0.8,-0.3333333333333333,-1.0,-0.5395907473309609,1
49321,-0.0255544840887174,0.0,0.5714285714285714,-0.1880903490759753,0.4668941979522184,-0.0901162790697674,5.833333333333333,12.0,0.0,1.0,-0.5,0.5,0.1483540925266903,1
49187,-0.0255544840887174,0.0,0.4285714285714285,-0.2952772073921971,0.4668941979522184,-0.0465116279069767,0.7777777777777778,12.0,0.0,0.2,1.0,-0.5,0.0562722419928825,1
40919,-0.2729026036644166,0.0,0.2040816326530612,0.1637234770704996,-0.225938566552901,0.0843023255813953,-0.1111111111111111,26.5,0.0,-0.5333333333333333,-0.3333333333333333,0.5,0.5209074733096085,1
48521,-0.0028929604628736,0.0,0.0204081632653061,0.4545516769336071,0.4668941979522184,0.5319767441860465,0.0,12.0,-1.0,0.4,0.1666666666666666,0.0,0.8569839857651246,1
48111,-0.0028929604628736,0.0,-0.1224489795918367,0.1026009582477755,0.4668941979522184,-0.1598837209302325,-0.1666666666666666,12.0,-1.0,-1.0,-0.6666666666666666,-0.5,0.4968861209964413,1
47823,-0.0028929604628736,0.0,-0.2448979591836734,-0.1711156741957563,0.4668941979522184,0.8662790697674418,-0.0555555555555555,12.0,-1.0,0.4,-0.6666666666666666,-1.0,0.1812722419928825,1
48416,-0.0028929604628736,0.0,-0.1020408163265306,0.3832306639288159,0.4668941979522184,0.3837209302325581,-0.1111111111111111,12.0,-1.0,-0.2666666666666666,-0.5,0.0,0.7813612099644128,1
62129,0.4826422372227579,-1.0685103708359525,0.1428571428571428,-0.1726899383983572,-0.1324232081911262,-0.2151162790697674,0.5555555555555556,10.5,-1.2,0.5333333333333333,0.6666666666666666,-1.0,-0.5102313167259787,1
48304,-0.0028929604628736,0.0,-0.1428571428571428,0.2796714579055441,0.4668941979522184,0.0959302325581395,-0.0555555555555555,12.0,-1.0,-0.0666666666666666,0.5,-0.5,0.673932384341637,1
47945,-0.0028929604628736,0.0,-0.1632653061224489,-0.0377138945927447,0.4668941979522184,0.1046511627906976,-0.1111111111111111,12.0,-1.0,0.4666666666666667,0.1666666666666666,-1.0,0.3371886120996441,1
63100,0.9011571841851496,0.0,1.0,-0.6122518822724161,-0.1324232081911262,0.2441860465116279,-0.0555555555555555,10.5,-1.0,0.6666666666666666,-0.3333333333333333,-1.0,-0.5818505338078291,1
41255,-0.1306653809064609,0.0,0.8571428571428571,0.0933607118412046,-0.225938566552901,1.630813953488372,-0.1666666666666666,26.5,-1.0,-0.2,0.6666666666666666,0.5,0.3727758007117437,1
39969,-0.9406943105110896,2.038340666247643,-0.1632653061224489,0.3973305954825462,-0.225938566552901,0.5174418604651163,4.888888888888889,26.5,-1.0,0.2,0.8333333333333334,-0.5,0.4495106761565836,1
47771,-0.0028929604628736,0.0,-0.2448979591836734,-0.2173169062286105,0.4668941979522184,0.994186046511628,0.2222222222222222,12.0,-1.0,0.9333333333333332,1.0,-1.5,0.1376779359430605,1
136957,0.8216007714561234,0.0,0.4081632653061224,-0.3841889117043121,0.3119453924914676,0.5494186046511628,0.2222222222222222,15.0,0.0,0.6666666666666666,-0.1666666666666666,1.0,-0.3136120996441281,1
40714,-0.2729026036644166,0.0,0.6122448979591837,-0.127378507871321,-0.225938566552901,-0.0901162790697674,-0.1111111111111111,26.5,0.0,-1.0,-0.1666666666666666,0.0,0.2137455516014235,1
41667,-0.8640308582449373,0.0,0.0408163265306122,-0.7720739219712526,-0.225938566552901,-0.2558139534883721,0.5,26.5,0.0,0.6666666666666666,0.1666666666666666,1.0,-0.5914145907473309,1
39896,-0.9406943105110896,2.038340666247643,-0.5510204081632653,0.3797399041752224,-0.225938566552901,0.5116279069767442,0.1111111111111111,26.5,-1.0,0.6,0.3333333333333333,-0.5,0.439279359430605,1
39784,-0.9406943105110896,2.038340666247643,-0.2244897959183673,0.3460643394934976,-0.225938566552901,0.4796511627906977,4.5,26.5,-1.0,-0.0666666666666666,-0.3333333333333333,-0.5,0.4145907473309608,1
63573,0.0776277724204435,0.0,-0.7959183673469388,0.2724845995893223,-0.1324232081911262,2.6424418604651163,-0.1666666666666666,10.5,-1.0,0.6,-0.6666666666666666,1.0,-0.260008896797153,1
41322,-0.1306653809064609,0.0,-0.3877551020408163,0.2136892539356605,-0.225938566552901,1.988372093023256,-0.0555555555555555,26.5,-1.0,-0.2666666666666666,-0.5,1.0,0.4564056939501779,1
40174,-0.9406943105110896,2.038340666247643,0.0816326530612244,0.4457905544147844,-0.225938566552901,0.4767441860465116,7.666666666666667,26.5,-1.0,0.2666666666666666,0.3333333333333333,0.0,0.4688612099644128,1
48514,-0.0028929604628736,0.0,-0.1428571428571428,0.4467488021902806,0.4668941979522184,0.5232558139534884,0.2777777777777778,12.0,-1.0,-0.4666666666666667,0.1666666666666666,0.0,0.8509786476868327,1
63032,0.4826422372227579,-1.0685103708359525,-0.5102040816326531,0.4394934976043805,-0.1324232081911262,-0.063953488372093,1.5555555555555556,10.5,-1.2,-0.5333333333333333,-0.1666666666666666,1.0,-0.4112544483985765,1
49133,-0.0255544840887174,0.0,0.4489795918367347,-0.3353182751540041,0.4668941979522184,-0.0610465116279069,-0.0555555555555555,12.0,0.0,0.0,0.5,-0.5,0.0057829181494661,1
62385,0.4826422372227579,-1.0685103708359525,-0.3061224489795918,-0.0409993155373032,-0.1324232081911262,-0.1569767441860465,0.0555555555555555,10.5,-1.2,-0.6,0.3333333333333333,-0.5,-0.4813167259786476,1
136828,0.4628736740597878,0.0,0.5918367346938775,-0.6217659137577002,0.3119453924914676,-0.3488372093023256,-0.1666666666666666,15.0,-1.0,0.6666666666666666,1.0,0.5,-0.5747330960854092,1
39635,-0.9406943105110896,2.038340666247643,-0.3877551020408163,0.2878165639972621,-0.225938566552901,0.4273255813953488,0.6666666666666666,26.5,-1.0,1.0,0.6666666666666666,-1.0,0.3683274021352313,1
136874,-0.8201542912246866,1.2630421118793211,0.2653061224489796,-0.841409993155373,0.3119453924914676,0.5494186046511628,3.6666666666666665,15.0,-1.0,-0.3333333333333333,1.0,1.0,-0.5022241992882562,1
41285,-0.1306653809064609,0.0,-0.3061224489795918,0.1383299110198494,-0.225938566552901,1.7703488372093024,-0.1111111111111111,26.5,-1.0,-0.5333333333333333,1.0,0.5,0.4056939501779359,1
135640,-0.4045323047251687,1.604651162790698,0.7142857142857143,-0.4032854209445585,0.3119453924914676,-0.2441860465116279,1.5,15.0,0.0,0.2,0.0,-0.5,-0.6427935943060499,1
39567,-0.9406943105110896,2.038340666247643,-0.3673469387755102,0.2302532511978097,-0.225938566552901,0.3691860465116279,0.7777777777777778,26.5,-1.0,-0.3333333333333333,0.3333333333333333,-1.0,0.3116103202846975,1
63416,0.0776277724204435,0.0,0.979591836734694,-0.0596167008898015,-0.1324232081911262,2.1511627906976742,-0.1666666666666666,10.5,-1.0,0.1333333333333333,-0.3333333333333333,0.5,-0.3683274021352313,1
41056,-0.2729026036644166,0.0,0.979591836734694,0.6070499657768652,-0.225938566552901,0.6569767441860465,0.2222222222222222,26.5,0.0,0.4666666666666667,0.6666666666666666,1.0,0.8574288256227758,1
49667,0.8770491803278688,0.0,-0.6938775510204082,1.5794661190965091,0.4668941979522184,-0.3924418604651162,0.1666666666666666,12.0,0.0,0.0,0.1666666666666666,1.0,0.3198398576512455,1
40779,-0.2729026036644166,0.0,0.6938775510204082,-0.0546201232032854,-0.225938566552901,-0.0552325581395348,-0.1666666666666666,26.5,0.0,0.0666666666666666,0.1666666666666666,0.0,0.2824733096085409,1
49232,-0.0255544840887174,0.0,0.8979591836734694,-0.2503764544832306,0.4668941979522184,-0.0232558139534883,3.1666666666666665,12.0,0.0,0.6,-0.5,0.0,0.0918594306049822,1
40750,-0.2729026036644166,0.0,0.3673469387755102,-0.090965092402464,-0.225938566552901,-0.1075581395348837,0.0555555555555555,26.5,0.0,-0.5333333333333333,0.0,0.0,0.2459964412811388,1
63540,0.0776277724204435,0.0,-0.5714285714285714,0.2058179329226557,-0.1324232081911262,2.366279069767442,-0.1666666666666666,10.5,-1.0,-0.8666666666666667,1.0,0.5,-0.2826957295373665,1
39372,-0.9406943105110896,2.038340666247643,-0.3877551020408163,0.0197809719370294,-0.225938566552901,0.1395348837209302,0.2222222222222222,26.5,-1.0,-0.9333333333333332,-0.8333333333333334,-1.0,0.1247775800711743,1
63070,0.4826422372227579,-1.0685103708359525,1.0,0.5049965776865161,-0.1324232081911262,-0.0406976744186046,1.1111111111111112,10.5,-1.2,1.0,0.6666666666666666,1.0,-0.3947953736654804,1
49384,-0.0255544840887174,0.0,0.8979591836734694,-0.1731006160164271,0.4668941979522184,-0.0813953488372093,1.8333333333333333,12.0,0.0,-0.2666666666666666,0.3333333333333333,0.5,0.1596975088967971,1
136804,-0.6354869816779171,0.7856693903205532,0.2244897959183673,-0.4835044490075291,0.3119453924914676,0.0203488372093023,1.0555555555555556,15.0,0.0,-0.1333333333333333,0.0,1.0,-0.3193950177935943,1
39982,-0.9406943105110896,2.038340666247643,-0.1632653061224489,0.4023956194387406,-0.225938566552901,0.5232558139534884,5.833333333333333,26.5,-1.0,-0.6666666666666666,1.0,-0.5,0.4512900355871886,1
41564,-0.2719382835101254,0.0,0.0408163265306122,-0.4394934976043805,-0.225938566552901,0.252906976744186,0.0555555555555555,26.5,0.0,-0.3333333333333333,0.5,1.0,-0.2511120996441281,1
40179,-0.9406943105110896,2.038340666247643,-0.0816326530612244,0.4464750171115674,-0.225938566552901,0.4767441860465116,7.944444444444445,26.5,-1.0,0.6,0.3333333333333333,0.0,0.4684163701067615,1
49254,-0.0255544840887174,0.0,0.9591836734693876,-0.2333333333333333,0.4668941979522184,-0.0145348837209302,3.111111111111111,12.0,0.0,0.8666666666666667,-0.1666666666666666,0.0,0.1109875444839857,1
41485,0.3683702989392478,0.0,-0.1020408163265306,-0.65564681724846,-0.225938566552901,-0.2180232558139535,-0.0555555555555555,26.5,0.0,-0.4666666666666667,-0.6666666666666666,1.0,-0.4495106761565836,1
63085,0.9011571841851496,0.0,1.020408163265306,-0.6620807665982203,-0.1324232081911262,0.2093023255813953,0.6111111111111112,10.5,-1.0,0.5333333333333333,1.0,-1.5,-0.5940836298932385,1
62721,0.4826422372227579,-1.0685103708359525,0.1020408163265306,0.1278576317590691,-0.1324232081911262,-0.063953488372093,1.9444444444444444,10.5,-1.2,-0.1333333333333333,0.3333333333333333,0.0,-0.4568505338078292,1
49320,-0.0255544840887174,0.0,0.7551020408163265,-0.1882956878850102,0.4668941979522184,-0.0901162790697674,5.722222222222222,12.0,0.0,0.8666666666666667,-0.5,0.5,0.1481316725978647,1
136997,0.8216007714561234,0.0,-0.3265306122448979,-0.1188227241615332,0.3119453924914676,0.8895348837209303,0.3333333333333333,15.0,0.0,0.4,0.8333333333333334,1.0,-0.2319839857651245,1
48706,-0.0028929604628736,0.0,-0.3673469387755102,0.687542778918549,0.4668941979522184,-0.3430232558139535,-0.1111111111111111,12.0,-1.0,0.4,0.1666666666666666,0.5,1.0360320284697508,1
48138,-0.0028929604628736,0.0,-0.1224489795918367,0.1215605749486653,0.4668941979522184,-0.1337209302325581,-0.1111111111111111,12.0,-1.0,-1.0,-0.5,-0.5,0.5193505338078291,1
48240,-0.0028929604628736,0.0,-0.2448979591836734,0.2158110882956878,0.4668941979522184,0.005813953488372,-0.0555555555555555,12.0,-1.0,-0.9333333333333332,0.1666666666666666,-0.5,0.6283362989323843,1
61977,0.4826422372227579,-1.0685103708359525,0.1224489795918367,-0.286652977412731,-0.1324232081911262,-0.2296511627906976,0.1111111111111111,10.5,-1.2,0.0,-0.3333333333333333,-1.0,-0.5413701067615658,1
41316,-0.1306653809064609,0.0,-0.4693877551020408,0.1971252566735113,-0.225938566552901,1.9186046511627908,0.0555555555555555,26.5,-1.0,0.2666666666666666,-0.6666666666666666,1.0,0.4435053380782918,1
41489,0.3683702989392478,0.0,0.0204081632653061,-0.6210130047912389,-0.225938566552901,-0.2063953488372093,3.9444444444444446,26.5,0.0,0.0,0.0,1.0,-0.4290480427046263,1
136117,-0.4045323047251687,1.604651162790698,0.1428571428571428,0.1421629021218343,0.3119453924914676,-0.1686046511627907,0.5555555555555556,15.0,0.0,0.8666666666666667,-0.1666666666666666,0.5,-0.5707295373665481,1
48677,-0.0028929604628736,0.0,-0.2653061224489796,0.6367556468172485,0.4668941979522184,-0.1308139534883721,-0.1666666666666666,12.0,-1.0,0.9333333333333332,-0.3333333333333333,0.5,1.011120996441281,1
48224,-0.0028929604628736,0.0,-0.3469387755102041,0.1980835044490075,0.4668941979522184,0.005813953488372,-0.1666666666666666,12.0,-1.0,-0.4666666666666667,0.0,-0.5,0.6120996441281139,1
135962,-0.4045323047251687,1.604651162790698,0.673469387755102,-0.02580424366872,0.3119453924914676,-0.2122093023255813,0.0,15.0,0.0,0.8666666666666667,0.3333333333333333,0.0,-0.5940836298932385,1
48550,-0.0028929604628736,0.0,-0.0408163265306122,0.4819301848049281,0.4668941979522184,-0.0697674418604651,-0.1111111111111111,12.0,-1.0,0.8666666666666667,0.3333333333333333,0.0,0.8770017793594306,1
48103,-0.0028929604628736,0.0,-0.1224489795918367,0.0934291581108829,0.4668941979522184,-0.1598837209302325,-0.1666666666666666,12.0,-1.0,-0.0666666666666666,-0.8333333333333334,-0.5,0.482873665480427,1
63577,0.0776277724204435,0.0,-0.4693877551020408,0.2848049281314168,-0.1324232081911262,2.694767441860465,-0.1111111111111111,10.5,-1.0,-0.2666666666666666,-0.5,1.0,-0.2575622775800711,1
48223,-0.0028929604628736,0.0,-0.0816326530612244,0.1969883641341547,0.4668941979522184,0.0,-0.1111111111111111,12.0,-1.0,-0.5333333333333333,0.0,-0.5,0.6109875444839857,1
136703,-1.0130183220829316,0.0,0.3061224489795918,-0.3869267624914442,0.3119453924914676,-0.1715116279069767,0.1111111111111111,15.0,0.0,-0.2666666666666666,0.0,1.0,-0.3523131672597864,1
62770,0.4826422372227579,-1.0685103708359525,0.4897959183673469,0.1673511293634497,-0.1324232081911262,-0.1075581395348837,0.5,10.5,-1.2,0.1333333333333333,1.0,0.0,-0.447508896797153,1
136407,0.5486981677917069,2.001571338780641,-0.1428571428571428,-0.2333333333333333,0.3119453924914676,0.0174418604651162,-0.1666666666666666,15.0,0.0,-0.5333333333333333,1.0,0.5,-0.1470195729537366,1
41669,-0.8640308582449373,0.0,0.0408163265306122,-0.7596167008898015,-0.225938566552901,-0.252906976744186,1.3333333333333333,26.5,0.0,0.8,0.3333333333333333,1.0,-0.5858540925266904,1
